,wavelength,silver,aluminium,aluminium oxide,gold,glass,cobalt,chromium,copper,gallium nitride,indium tin oxide,magnesium oxide,nickel,polyethylene,platinum,quartz,silicon,silicon nitride,silicon oxide,titanium,tin oxide,tungsten,air,caesium,iron,lead,lithium,pva,pvc,pvp,zinc,pmma,spr350
53,665,(0.14028404607055486+4.25071652248297j),(1.5657980905745488+7.953281241586631j),(1.7670976190520022+0j),(0.161902846265473+3.347117671688706j),(1.5140273297425781+3.992735215295889e-07j),(2.9868855271242536+4.405401404671879j),(3.0823256668222916+3.344179217109036j),(0.20965165673895705+3.807721344772067j),(2.370000813207891+9.264143031437809e-07j),(1.8391777571282517+0.06207101671108812j),(1.7329000000000003+0j),(2.0601663407701616+3.886749686197225j),(1.4985632259217256+0j),(2.4254208051873323+4.317189705848188j),(1.5416+0j),(3.828503728988411+0.015253170558067788j),(2.0195510648655395-2.077446635880643e-33j),(1.4561000000000002+0j),(2.265613779087736+3.031463153959218j),(2.8467929167105095-1.7272872123669496e-25j),(3.7435760682339887+2.9482727948294825j),(1+0j),(0.2650801360633579+1.33598324236361j),(2.918362950917482+3.1098640404370625j),(1.1328465234066634+6.53620795600582j),(0.15479677257018654+3.2471686513154028j),(1.4750375813951937+0j),(1.5391507192757081+1.3694200840318277e-06j),(1.5240043821798006+0.0017623718070570822j),(1.2792426536083419+6.008167840833524j),(1.4821830338997095+2.398153364166481e-07j),(1.584715769898284+0j)
54,670,(0.1401099926594735+4.290934377230031j),(1.5987064780953608+8.007918810929965j),(1.7653579171520155+0j),(0.16102763413683896+3.442160803462213j),(1.5138874593613134+3.978746038300137e-07j),(3.0149480259077315+4.413805599253554j),(3.076293185664293+3.3500565813832974j),(0.2092980079219184+3.860293100717221j),(2.368832600300263+6.629510911492002e-07j),(1.8364000000000003+0.06268614j),(1.7327000000000001+0j),(2.07660832200635+3.9135653074379873j),(1.498410387990455+0j),(2.442863438897113+4.342443519935716j),(1.5414+0j),(3.8207099750707414+0.014519090614209086j),(2.0191+1.176016472440566e-49j),(1.456+0j),(2.284606458888387+3.0481444168791327j),(2.8444-2.6904930515036488e-42j),(3.7625978308439074+2.9432256642092387j),(1+0j),(0.26565996093996636+1.35244141509884j),(2.9142893518389705+3.1189211568119335j),(1.1331896399209778+6.558014642155757j),(0.1557098094020501+3.273816159927015j),(1.4748140020421472+0j),(1.5388+1.2900000000000001e-06j),(1.5238339582305027+0.0017463016253342334j),(1.2956605040118214+6.051514019812444j),(1.4820300000000002+2.3199999999999999e-07j),(1.5844269854101605+0j)
55,675,(0.13991507427983954+4.33093642670715j),(1.6337953330559982+8.06280794882553j),(1.7635239247850112+0j),(0.16043758193362645+3.5391082821778364j),(1.5137571244005834+3.9657124399013257e-07j),(3.0454856115771713+4.426698667410769j),(3.0709201911570427+3.3558649268776226j),(0.2096854201141461+3.911741252113238j),(2.3677287493587715+4.363177161641449e-07j),(1.8336662084163402+0.06329935053632751j),(1.7324000000000002+0j),(2.093184220133965+3.939911781690621j),(1.4982565761889404+0j),(2.460118388390123+4.367443419607532j),(1.5413000000000001+0j),(3.8132784855001787+0.013822281530146646j),(2.018642788246006+3.5643349250439673e-34j),(1.4559+0j),(2.3040282182575047+3.064795378980147j),(2.842209583289492+2.9635563341493564e-26j),(3.7807104894153998+2.9363373088827167j),(1+0j),(0.2662597567125721+1.3689029477562535j),(2.9077526695697804+3.1287392574389132j),(1.1335019669916375+6.581496471618671j),(0.15647919930141732+3.3012428278569215j),(1.4745953201261828+0j),(1.5384227497758232+1.2129961918484288e-06j),(1.5236684198245998+0.0017305994949535j),(1.3121585733959598+6.094740222076087j),(1.4819908286033328+2.288251387797931e-07j),(1.5841449006839596+0j)
56,680,(0.13970078860993368+4.370720778922193j),(1.671058774420865+8.11793216073986j),(1.7619839299726954+0j),(0.16013185506768943+3.637911735464314j),(1.5135134324456723+3.9413431802902246e-07j),(3.0779513905938503+4.44361318874729j),(3.0662977521889996+3.3613133475649217j),(0.21081053433174077+3.9620683063985433j),(2.366689260383414+2.4651417818861456e-07j),(1.831+0.06391049j),(1.7321999999999997+0j),(2.1098941678191094+3.965787805694224j),(1.4981+0j),(2.477184294709604+4.392189281351736j),(1.5411999999999997+0j),(3.806523783693782+0.013102347688240196j),(2.0182-1.3363823550460978e-51j),(1.4558+0j),(2.32392216932329+3.081314573493401j),(2.8400000000000003-5.3809861030072976e-43j),(3.7973311369231872+2.9280350607878303j),(1+0j),(0.26687952338117493+1.3853678403358505j),(2.898752904109911+3.139318342318j),(1.1337835046186429+6.606653444394564j),(0.1571062105372422+3.3294460043747702j),(1.4743815016031252+0j),(1.5381200000000002+1.14e-06j),(1.5235075809932939+0.001715265415914883j),(1.3287368617607576+6.137846447624451j),(1.48196+2.3000000000000002e-07j),(1.5838693083176998+0j)
57,685,(0.13971205529203962+4.4099780309532175j),(1.7098028399896341+8.171345091724527j),(1.76074374788003+0j),(0.1600119721377971+3.7328632235129278j),(1.5133699461585612+3.9269921835741665e-07j),(3.1071628585588535+4.45433030494271j),(3.062427141759429+3.3663977770382623j),(0.21212404626439293+4.011684312200257j),(2.3657141333741922+9.35404772226097e-08j),(1.8284249923737064+0.06451940007094675j),(1.7320000000000002+0j),(2.1267598603315894+3.9909802534401746j),(1.4979406594236337+0j),(2.4938389237432115+4.416660906911925j),(1.5410000000000001+0j),(3.8004206564786776+0.012912289420266534j),(2.017792205658423-6.115431914573664e-35j),(1.4556+0j),(2.344288914725223+3.097700582073675j),(2.8375495835525393-5.084658812266458e-27j),(3.811961799146857+2.918677859038784j),(1+0j),(0.26751926094577505+1.4018360928376314j),(2.8882272763568815+3.1503997192636057j),(1.1340342528019938+6.633485560483434j),(0.15773507664281225+3.358124235910198j),(1.4741722991655564+0j),(1.5379927820693542+1.0726027648776009e-06j),(1.523351264003241+0.0017002993882183812j),(1.3453953691062144+6.180832696457538j),(1.4818319944802947+2.3523383090459325e-07j),(1.5836000089281654+0j)
58,690,(0.14012696898991672+4.448483198765306j),(1.749551165879031+8.221710684569164j),(1.7598033785070144+0j),(0.16001033150412158+3.820044584251592j),(1.513227679543127+3.912798015344866e-07j),(3.132030584752149+4.457049893710121j),(3.059308359868332+3.3711182152976424j),(0.21322652626434538+4.060887438630866j),(2.3648033683311063-2.2603386733870197e-08j),(1.8259+0.06512594j),(1.7317+0j),(2.143797073506062+4.0153341491801395j),(1.4977785544598416+0j),(2.509920676734939+4.440843609014962j),(1.5409000000000002+0j),(3.794592264448207+0.01302593814582981j),(2.0174+8.352389719038111e-52j),(1.4555000000000002+0j),(2.3651284544633033+3.113953404720969j),(2.8349999999999995-1.961817850054744e-43j),(3.8243416991012085+2.9083148723548478j),(1+0j),(0.26817896940637237+1.4183077052615958j),(2.8788918142177837+3.161233708880751j),(1.1342542115416898+6.661992819885283j),(0.1584640999208621+3.3870720669116494j),(1.4739676526576178+0j),(1.53791+1.01e-06j),(1.5231993018244272+0.0016856943862915842j),(1.3621340954323298+6.223698968575347j),(1.4816000000000003+2.44e-07j),(1.5833368107798673+0j)
59,695,(0.140945529703565+4.486236282358461j),(1.7903037520890557+8.26902893927377j),(1.75916282185365+0j),(0.1601269331666628+3.8994558176803062j),(1.5130865341125115+3.898799869868538e-07j),(3.1546615810126317+4.463582920156822j),(3.0569414065157092+3.3754746623430636j),(0.21411797433159813+4.109677685690372j),(2.3639569652541557-1.0191741368082473e-07j),(1.8233838373414217+0.06572996903799189j),(1.7315+0j),(2.161005807342527+4.038849492914119j),(1.497614658978867+0j),(2.525429553684788+4.464737387660846j),(1.540755335523118+0j),(3.7887148160031883+0.013068380330569762j),(2.017003977803455+1.0492422370023153e-35j),(1.4554000000000002+0j),(2.3864407885375316+3.130073041435285j),(2.832492915395272+8.723895321051781e-28j),(3.834333933118352+2.8969711614668245j),(1+0j),(0.26885864876296683+1.4347826776077441j),(2.8709186603064465+3.171772796278205j),(1.1344433808377317+6.692175222600109j),(0.15929328037139176+3.4162894973791227j),(1.473767409013404+0j),(1.537740557808054+9.513872188859667e-07j),(1.523051541856847+0.0016714082567000272j),(1.378953040739105+6.266445263977879j),(1.4812572045149+2.557718757926475e-07j),(1.5830795294335855+0j)
60,700,(0.14215272138509216+4.5232604739752285j),(1.8321497403919638+8.31346000458271j),(1.7588220779199355+0j),(0.16036118632083676+3.9713368118215895j),(1.5130009197538419+3.884621373142646e-07j),(3.1759324948918985+4.4787154198721595j),(3.0553262817015603+3.379467118174526j),(0.21481215337824222+4.158048164613651j),(2.36317492414334-1.4440160361825407e-07j),(1.8209000000000002+0.06633137j),(1.7313000000000003+0j),(2.178378153430824+4.061532216158919j),(1.4974548162021721+0j),(2.540383321637534+4.488348423584803j),(1.5406+0j),(3.7831190590446715+0.012656144319068956j),(2.0166000000000004+7.83036536159823e-52j),(1.4553+0j),(2.408225916947908+3.1460594922166214j),(2.83-7.006492321624085e-45j),(3.842050143836045+2.8846093694730603j),(1+0j),(0.26955829901555856+1.451261009876076j),(2.864307814622872+3.1820169814559676j),(1.1346017606901189+6.724032768627914j),(0.1602142558344733+3.445780101549855j),(1.4735714151670114+0j),(1.53754+8.96e-07j),(1.5229078300708+0.0016574339738713j),(1.3958522050265392+6.309071582665133j),(1.48098+2.6300000000000007e-07j),(1.5828279874143976+0j)
61,705,(0.1434275903248787+4.560051485692012j),(1.8767939518972128+8.358066697771529j),(1.7587811467058716+0j),(0.1607017919302773+4.040275383973034j),(1.5129081129451045+3.871113967566577e-07j),(3.1983+4.4948j),(3.0544629854258845+3.383095582792029j),(0.21560323253070168+4.205851634612924j),(2.3624572449986596-1.5005595654615827e-07j),(1.8184719835777639+0.0669300257011019j),(1.7311+0j),(2.1957450770424654+4.083509099431998j),(1.4973+0j),(2.5551617342388115+4.51180882411051j),(1.54049907734754+0j),(3.777390188576093+0.011926275056279217j),(2.016183927520846-1.8002150744022667e-36j),(1.4551987291568103+0j),(2.430483839694432+3.161912757064978j),(2.8274929240758278-1.496783803646113e-28j),(3.8475286133521545+2.871131880130562j),(1+0j),(0.2702779201641474+1.4677427020665919j),(2.8590592771670575+3.191966264414038j),(1.1347293510988514+6.757565457968696j),(0.16106923756053226+3.475611323054317j),(1.473379620566152+0j),(1.5373638710823219+8.43073921806599e-07j),(1.5227680188156771+0.001643771537805402j),(1.412831588294632+6.35157792463711j),(1.4809447784303071+2.5813491433952223e-07j),(1.5825820138962423+0j)
62,710,(0.14464060786478117+4.596809374146754j),(1.9248880141827889+8.404019708358327j),(1.7590339386697995+0j),(0.16114443120537073+4.108025118869893j),(1.5127671689937197+3.845655186275125e-07j),(3.22355697116078+4.506255610593889j),(3.0543493229561953+3.3863701718384394j),(0.21660993087858627+4.253028673095171j),(2.361802383005368-1.194985463270835e-07j),(1.8161+0.06752584000000002j),(1.7309000000000003+0j),(2.2130383601107844+4.104831308087778j),(1.4971502103723517+0j),(2.569918050287847+4.5351719043543j),(1.5404+0j),(3.7709496247314003+0.011209753134884731j),(2.0158+1.044048714879764e-53j),(1.4550999999999998+0j),(2.453202435389113+3.1776168728281653j),(2.825-3.5032461608120427e-45j),(3.8506458463945448+2.85510093919056j),(1+0j),(0.2710175122087335+1.4842277541792908j),(2.855173047939006+3.2016206451524183j),(1.1348261520639296+6.792773290622458j),(0.16179832326032714+3.505808765922395j),(1.473191817384754+0j),(1.5372699999999997+8.020000000000001e-07j),(1.5226319666945165+0.0016304209485023336j),(1.4298911905433844+6.393964289893809j),(1.4809700000000001+2.57e-07j),(1.5823414444040846+0j)
63,715,(0.14579177400479953+4.633534139339453j),(1.9764319272486932+8.451319036343104j),(1.7593533629634073+0j),(0.161689104146117+4.1745860165121655j),(1.512626189147574+3.832682235337966e-07j),(3.250086459016555+4.518052432130149j),(3.0549080198408953+3.3896470475154175j),(0.2178322484218958+4.299579280060391j),(2.361141799704347-8.015132128479435e-08j),(1.8137842611919952+0.06811871675539681j),(1.7307000000000001+0j),(2.230258002635779+4.125498842126257j),(1.4970054473192262+0j),(2.5846522697846406+4.558437664316172j),(1.5402502003916405+0j),(3.7657395149597814+0.010955611872915435j),(2.0154924570714687+3.0886807639044822e-37j),(1.4550085369403853+0j),(2.475954921444726+3.1926097920412033j),(2.822549540149762+2.5680750082489764e-29j),(3.8513587919017485+2.836098906058059j),(1+0j),(0.27177707514931676+1.5007161662141737j),(2.852649126938715+3.2109801236711073j),(1.134892163585353+6.829656266589198j),(0.16240151293385785+3.5363724301540893j),(1.473007977994621+0j),(1.5373162156980134+7.821692502744399e-07j),(1.5224995405672552+0.0016173765038239567j),(1.4470310117727962+6.436230678435231j),(1.480874124903257+2.7541863817021926e-07j),(1.5821061205310656+0j)
64,720,(0.14687391604817315+4.670233394952596j),(2.031390953861221+8.499696807108974j),(1.7596243176889967+0j),(0.16233787089514357+4.2399399675833j),(1.5124853607155784+3.8185386960756683e-07j),(3.275672850540145+4.537000818042811j),(3.0561007041146144+3.39310306832388j),(0.21927430841444936+4.345501258009623j),(2.3604386707745215-4.674753691784099e-08j),(1.8115000000000003+0.06870857j),(1.7305+0j),(2.2474089552448553+4.145498543998056j),(1.4968656581363444+0j),(2.5993654009958957+4.581610377147048j),(1.5401+0j),(3.7617371745220405+0.011038354725191515j),(2.0151999999999997+9.787956701997787e-55j),(1.4548999999999999+0j),(2.4985293715865486+3.2066124203149684j),(2.8200000000000003-1.7516230804060213e-46j),(3.849707796484137+2.8163194499207282j),(1+0j),(0.27255589399190494+1.5171938866029568j),(2.8514875141661857+3.2200446999701047j),(1.1349273856631223+6.8682143858689155j),(0.16288758339256595+3.567270965277741j),(1.4728279320988+0j),(1.5373200000000002+7.670000000000001e-07j),(1.5223706185875667+0.0016046039909414448j),(1.4642510519828666+6.478377090261375j),(1.48072+2.9500000000000003e-07j),(1.581875889670184+0j)
65,725,(0.14765457843135837+4.7071538881876664j),(2.088793052629785+8.541657167148108j),(1.7598468028465672+0j),(0.16314837979375132+4.303580224614789j),(1.5123442178452777+3.804449581185286e-07j),(3.2999600138697365+4.557361295592001j),(3.057927375777354+3.396738234263829j),(0.22106973887958012+4.390723389536491j),(2.3596929962158892-1.9287193226223473e-08j),(1.8092224492702649+0.06929531376651729j),(1.7303000000000002+0j),(2.264651659808299+4.1644039986938655j),(1.496730526598029+0j),(2.6140901202234894+4.604828528794116j),(1.5399997203026157+0j),(3.7565537014978587+0.010510380738733206j),(2.014861330050343-5.29933839404226e-38j),(1.4547500492008767+0j),(2.520925785814583+3.2196247576494614j),(2.8172098350256034-4.406120130327285e-30j),(3.8456969966251116+2.796645403558229j),(1+0j),(0.2733471110258073+1.5335261427586413j),(2.8516882096214182+3.228814374049412j),(1.134931818297237+6.908447648461612j),(0.16350010928785846+3.5976343309310788j),(1.4726515971290712+0j),(1.5370988347295984+7.399105765467629e-07j),(1.5222450775576+0.0015920977077166598j),(1.4815513111735967+6.520403525372242j),(1.4805704721501498+2.973532566391621e-07j),(1.5816506047604308+0j)
66,730,(0.14802182109975212+4.744414441303794j),(2.1481964404846616+8.573793326168524j),(1.7600208184361188+0j),(0.16414683143527997+4.365276475961077j),(1.512204016952428+3.7903667984555404e-07j),(3.322109785741009+4.56500450889453j),(3.060388034829115+3.4005525453352634j),(0.22328288901160476+4.435211379568702j),(2.3589047760284507+2.2297097900582404e-09j),(1.8069999999999997+0.06987888j),(1.7301+0j),(2.282063377852774+4.182009864088515j),(1.4966+0j),(2.628842162892124+4.628158807807462j),(1.5399+0j),(3.7513566604179323+0.009964312836628932j),(2.0145-2.61012178719941e-54j),(1.4546+0j),(2.543144164128827+3.2316468040446824j),(2.8144000000000005+1.0947644252537633e-47j),(3.8388267867287706+2.7775996704769854j),(1+0j),(0.2741490119782579+1.5496792445788163j),(2.8532512133044117+3.2372891459090267j),(1.1349054614876968+6.950356054367287j),(0.16434941731562297+3.627068443912492j),(1.4724788971191747+0j),(1.5367400000000004+7.15e-07j),(1.522122799157208+0.0015798576541496026j),(1.4989317893449854+6.562309983767831j),(1.48033+2.91e-07j),(1.5814301240448678+0j)
67,735,(0.14797564405335437+4.782015054300978j),(2.2096011174258527+8.59610528417022j),(1.7601463644576518+0j),(0.16533322581972956+4.425028721622165j),(1.5120960895536013+3.7762525508532594e-07j),(3.342444737745052+4.563107545568013j),(3.0634826812698934+3.4045460015381823j),(0.22591375881052317+4.478965228106251j),(2.358074010212207+1.780317213100413e-08j),(1.8048810431864162+0.07045920064549951j),(1.7299000000000002+0j),(2.2996441093782787+4.198316140182002j),(1.4964740783422583+0j),(2.6436215290017984+4.65160121418708j),(1.5397514777926657+0j),(3.747467485259625+0.010047368350680234j),(2.0141395626264744+9.092227252087379e-39j),(1.4544911678543537+0j),(2.565184506529281+3.2426785595006313j),(2.8117914496966203+7.559706994739439e-31j),(3.8288335023729156+2.7594587537794593j),(1+0j),(0.274961596849257+1.5656531920634813j),(2.855683210086192+3.2455946022428273j),(1.1348483152345024+6.99393960358594j),(0.1654355074758595+3.6555733042219805j),(1.472309675388697+0j),(1.5363307759243976+7.063672904449832e-07j),(1.522003669864999+0.0015678838302402719j),(1.5163924864970333+6.604096465448142j),(1.4799030421958443+2.8446182199480804e-07j),(1.5812143108419705+0j)
68,740,(0.14751604729216508+4.81995572717922j),(2.273007083453357+8.608593041153197j),(1.760223440911166+0j),(0.16670756294710004+4.482836961598052j),(1.512024266620013+3.762142824472226e-07j),(3.362541959966442+4.56837107511584j),(3.0672113150996934+3.408718602872588j),(0.22896234827633544+4.521984935149141j),(2.3572006987671568+2.7433193796614185e-08j),(1.8028+0.07103621999999998j),(1.7297+0j),(2.317393854384813+4.213322826974329j),(1.4963527616248031+0j),(2.6584282185525128+4.675155747932973j),(1.5396+0j),(3.7431315007257946+0.009840049853015335j),(2.0138+4.384188939436509e-55j),(1.4544+0j),(2.587046813015946+3.2527200240173078j),(2.81+1.3684555315672042e-48j),(3.815957418174545+2.7426536000495916j),(1+0j),(0.2757848656388044+1.5814479852126369j),(2.858490884837783+3.2538563297446865j),(1.1347603795376533+7.0391982961175685j),(0.166758379768568+3.6831489118595453j),(1.4721439096928042+0j),(1.53593+7.07e-07j),(1.521887582595654+0.0015561715657815862j),(1.5339334026297406+6.645762970413177j),(1.4795800000000001+2.78e-07j),(1.5810030333277538+0j)
69,745,(0.14681407663322635+4.8581413174387045j),(2.335706707169947+8.614714900602106j),(1.7602520477966614+0j),(0.16817266912513873+4.539139620015329j),(1.5118803524081676+3.7479745414321614e-07j),(3.3826592466125818+4.581610272323097j),(3.0715739363185124+3.413070349338479j),(0.23224754812768275+4.564487913189481j),(2.3562848416933004+3.111977478688843e-08j),(1.800691291611237+0.07160988236048565j),(1.7295000000000003+0j),(2.335071537894376+4.227475580694691j),(1.496235392203068+0j),(2.6732543509124898+4.6987463164410235j),(1.5394914129413908+0j),(3.737903687692753+0.009155093737952268j),(2.0135012941908093-1.5599795721016784e-39j),(1.4543029436730006+0j),(2.608731083588821+3.2617711975947112j),(2.8096414667946776-1.2970406651637841e-31j),(3.800412996786157+2.727568860602752j),(1+0j),(0.2766188183469001+1.5970636240262825j),(2.8616742375591837+3.262074328414606j),(1.13464165439715+7.086132131962178j),(0.1681200268234816+3.7102962238606962j),(1.4719814381847727+0j),(1.5355965097240165+7.098856807833379e-07j),(1.5217744391911254+0.0015446928395310498j),(1.551554537743107+6.687309498662934j),(1.4796512746747832+2.7187581139198956e-07j),(1.5807961642363055+0j)
70,750,(0.14611272950128268+4.896436660228057j),(2.3940964061024657+8.619073513319748j),(1.7602321851141374+0j),(0.1695992160358876+4.594520194871553j),(1.5117404474303913+3.734901295233425e-07j),(3.403422863892366+4.593091732432516j),(3.0765705449263514+3.4176012409358543j),(0.23551206420953355+4.606783030790111j),(2.3553264389906383+2.8862915101826854e-08j),(1.7985999999999998+0.07218014j),(1.7293+0j),(2.3523346750696383+4.2414075259519715j),(1.496118024209656+0j),(2.688088730407607+4.72226481822613j),(1.5394+0j),(3.7330855854384652+0.00893942456974897j),(2.0132+1.0450682937028887e-55j),(1.4542+0j),(2.6302373182479073+3.269832080232844j),(2.8100000000000005+6.842277657836021e-48j),(3.782660177736273+2.7142668401510823j),(1+0j),(0.27746345497354424+1.6125001085044186j),(2.8652332682503956+3.2702485982525853j),(1.1344921398129921+7.134741111119766j),(0.1692578828261086+3.737679529599499j),(1.4718222214964802+0j),(1.5354400000000001+7.06e-07j),(1.5216641402469+0.0015334429812815802j),(1.5692558918371327+6.728736050197413j),(1.47977+2.67e-07j),(1.5805935807683311+0j)
